web-scraper-order,web-scraper-start-url,Page1,Page1-href,Title,Rating,Price,Author,Format,PublishDate,TotalVoters
1574336318-1106,https://www.bookdepository.com/bestsellers?page=11,,https://www.bookdepository.com/Percy-Jackson-Olympians-Rick-Riordan/9781484707234,Percy Jackson & the Olympians,4.57,SAR128.46 ,Rick Riordan,Paperback,03-Jun-14,"(23,622 ratings by Goodreads)"
1574336299-1097,https://www.bookdepository.com/bestsellers?page=11,,https://www.bookdepository.com/Look-Inside-Our-World-Emily-Bone/9781409563945,Look Inside Our World,4.54,SAR74.83 ,Emily Bone,Hardback,18-Nov-14,(37 ratings by Goodreads)
1574336283-1089,https://www.bookdepository.com/bestsellers?page=11,,https://www.bookdepository.com/7-Habits-Highly-Effective-People-Stephen-R-Covey/9781416502494,7 Habits Of Highly Effective People,4.09,SAR76.54 ,Stephen R. Covey,Paperback,26-Sep-12,"(430,751 ratings by Goodreads)"
1574336324-1109,https://www.bookdepository.com/bestsellers?page=11,,https://www.bookdepository.com/Man-Red-Coat-Julian-Barnes/9781787332164,The Man in the Red Coat,3.84,SAR115.19 ,Julian Barnes,Hardback,07-Nov-19,(32 ratings by Goodreads)
1574336289-1092,https://www.bookdepository.com/bestsellers?page=11,,https://www.bookdepository.com/Four-Agreements-Don-Miguel-Ruiz/9781878424310,The Four Agreements : A Practical Guide to Personal Freedom (A Toltec Wisdom Book),4.13,SAR59.25 ,Don Miguel Ruiz,Paperback,10-Dec-97,"(125,509 ratings by Goodreads)"
1574336322-1108,https://www.bookdepository.com/bestsellers?page=11,,https://www.bookdepository.com/Pinch-Nom-Kay-Featherstone/9781529014068,"Pinch of Nom : 100 Slimming, Home-style Recipes",4.43,SAR110.51 ,Kay Featherstone,Hardback,11-Jul-19,(583 ratings by Goodreads)
1574336305-1100,https://www.bookdepository.com/bestsellers?page=11,,https://www.bookdepository.com/Dont-Let-Pigeon-Drive-Bus-Mo-Willems/9781844285136,Don't Let the Pigeon Drive the Bus!,4.29,SAR63.51 ,Mo Willems,Paperback,22-Jul-11,"(66,310 ratings by Goodreads)"
1574336307-1101,https://www.bookdepository.com/bestsellers?page=11,,https://www.bookdepository.com/Like-House-on-Fire-Cate-Kennedy/9781922070067,Like a House on Fire,3.74,SAR64.78 ,Cate Kennedy,Paperback,01-Jul-13,(485 ratings by Goodreads)
1574336303-1099,https://www.bookdepository.com/bestsellers?page=11,"6%
off",https://www.bookdepository.com/Story-Orchestra-Nutcracker/9781786030689,The Story Orchestra: The Nutcracker : Press the note to hear Tchaikovsky's music,4.7,SAR87.55 ,Katy Flint,Hardback,05-Oct-17,(54 ratings by Goodreads)
1574336281-1088,https://www.bookdepository.com/bestsellers?page=11,,https://www.bookdepository.com/Superworm-Julia-Donaldson/9781407170725,Superworm,4.06,SAR83.41 ,Julia Donaldson,Paperback,07-Jul-16,"(1,514 ratings by Goodreads)"
1574336270-1083,https://www.bookdepository.com/bestsellers?page=11,"40%
off",https://www.bookdepository.com/Wheels-On-Bus-BBC/9781846071225,The Wheels On The Bus : Favourite Nursery Rhymes,3.87,SAR56.02 ,BBC,CD-Audio,19-Apr-11,(31 ratings by Goodreads)
1574336264-1080,https://www.bookdepository.com/bestsellers?page=11,"45%
off",https://www.bookdepository.com/Universe-Has-Your-Back-Gabrielle-Bernstein/9781781809334,The Universe Has Your Back : A 52-Card Deck,4.72,SAR45.27 ,Gabrielle Bernstein,Cards,05-Sep-17,(163 ratings by Goodreads)
1574336272-1084,https://www.bookdepository.com/bestsellers?page=11,,https://www.bookdepository.com/Land-Stories-Wishing-Spell-Chris-Colfer/9781907411755,The Land of Stories: The Wishing Spell : Book 1,4.22,SAR75.87 ,Chris Colfer,Paperback,06-Jun-13,"(80,036 ratings by Goodreads)"
1574336285-1090,https://www.bookdepository.com/bestsellers?page=11,,https://www.bookdepository.com/Guest-Cat-Takashi-Hiraide/9781447279402,The Guest Cat,3.52,SAR67.22 ,Takashi Hiraide,Paperback,13-Mar-15,"(13,246 ratings by Goodreads)"
1574336287-1091,https://www.bookdepository.com/bestsellers?page=11,,https://www.bookdepository.com/Work-Your-Light-Oracle-Cards-Rebecca-Campbell/9781781809952,Work Your Light Oracle Cards,4.54,SAR89.71 ,Rebecca Campbell,Cards,05-Jun-18,(61 ratings by Goodreads)
1574336295-1095,https://www.bookdepository.com/bestsellers?page=11,,https://www.bookdepository.com/Smeds-Smoos-Julia-Donaldson/9781407188898,The Smeds and the Smoos,4.36,SAR83.41 ,Julia Donaldson,Hardback,05-Sep-19,(25 ratings by Goodreads)
1574336293-1094,https://www.bookdepository.com/bestsellers?page=11,,https://www.bookdepository.com/Lego-Chain-Reactions-Pat-Murphy/9780545703307,Lego Chain Reactions,4.04,SAR85.33 ,Pat Murphy,Mixed media product,15-Feb-15,(46 ratings by Goodreads)
1574336266-1081,https://www.bookdepository.com/bestsellers?page=11,,https://www.bookdepository.com/Morning-Glory-on-Vine-Joni-Mitchell/9781786898586,Morning Glory on the Vine : Early Songs and Drawings,4.19,SAR150.85 ,Joni Mitchell,Hardback,22-Oct-19,(26 ratings by Goodreads)
1574336313-1104,https://www.bookdepository.com/bestsellers?page=11,,https://www.bookdepository.com/Huge-Bag-Worries-Virginia-Ironside/9780340903179,The Huge Bag of Worries,4.39,SAR61.58 ,Virginia Ironside,Paperback,06-Jan-11,(444 ratings by Goodreads)
1574336309-1102,https://www.bookdepository.com/bestsellers?page=11,,https://www.bookdepository.com/Demon-Slayer-Kimetsu-no-Yaiba-Vol-1-Koyoharu-Gotouge/9781974700523,"Demon Slayer: Kimetsu no Yaiba, Vol. 1",4.39,SAR63.11 ,Koyoharu Gotouge,Paperback,26-Jul-18,"(1,912 ratings by Goodreads)"
1574336268-1082,https://www.bookdepository.com/bestsellers?page=11,,https://www.bookdepository.com/On-Earth-Were-Briefly-Gorgeous-Ocean-Vuong/9781787331501,On Earth We're Briefly Gorgeous,4.13,SAR91.06 ,Ocean Vuong,Hardback,15-Jul-19,"(17,979 ratings by Goodreads)"
1574336421-1138,https://www.bookdepository.com/bestsellers?page=12,,https://www.bookdepository.com/Your-Own-Kind-Girl-Clare-Bowditch/9781760528959,Your Own Kind of Girl,4.14,SAR92.44 ,Clare Bowditch,Paperback,28-Oct-19,(7 ratings by Goodreads)
1574336411-1133,https://www.bookdepository.com/bestsellers?page=12,,https://www.bookdepository.com/Secret-Seven-Collection-1-Enid-Blyton/9781444910599,The Secret Seven Collection 1 : Books 1-3,4.14,SAR69.93 ,Enid Blyton,Paperback,06-Sep-12,(56 ratings by Goodreads)
1574336374-1115,https://www.bookdepository.com/bestsellers?page=12,,https://www.bookdepository.com/Prisoners-Geography-Tim-Marshall/9781783962433,Prisoners of Geography : Ten Maps That Tell You Everything You Need to Know About Global Politics,4.23,SAR105.26 ,Tim Marshall,Paperback,02-Jun-16,"(27,265 ratings by Goodreads)"
1574336413-1134,https://www.bookdepository.com/bestsellers?page=12,,https://www.bookdepository.com/Famous-Five-Collection-1-Enid-Blyton/9781444910582,The Famous Five Collection 1 : Books 1-3,4.47,SAR74.37 ,Enid Blyton,Paperback,06-Sep-12,(728 ratings by Goodreads)
1574336415-1135,https://www.bookdepository.com/bestsellers?page=12,,https://www.bookdepository.com/Heartstopper-One-ALICE-OSEMAN/9781444951387,Heartstopper Volume One,4.6,SAR72.90 ,ALICE OSEMAN,Paperback,07-Feb-19,"(11,474 ratings by Goodreads)"
1574336369-1113,https://www.bookdepository.com/bestsellers?page=12,,https://www.bookdepository.com/Angel-Answers-Oracle-Cards-Radleigh-Valentine/9781401959241,Angel Answers Oracle Cards : A 44-Card Deck and Guidebook,null,SAR79.08 ,Radleigh Valentine,Cards,19-Nov-19,null
1574336392-1124,https://www.bookdepository.com/bestsellers?page=12,,https://www.bookdepository.com/Salt-Path-Raynor-Winn/9781405937184,"The Salt Path : The Sunday Times bestseller, shortlisted for the 2018 Costa Biography Award & The Wainwright Prize",4.21,SAR76.26 ,Raynor Winn,Paperback,31-Jan-19,"(9,919 ratings by Goodreads)"
1574336390-1123,https://www.bookdepository.com/bestsellers?page=12,,https://www.bookdepository.com/Matilda-Roald-Dahl/9780141365466,Matilda,4.3,SAR82.49 ,Roald Dahl,Paperback,11-Feb-16,"(516,427 ratings by Goodreads)"
1574336398-1127,https://www.bookdepository.com/bestsellers?page=12,,https://www.bookdepository.com/Snail-Whale-Festive-Edition-Julia-Donaldson/9781529017205,The Snail and the Whale Festive Edition,4,SAR67.13 ,Julia Donaldson,Paperback,03-Oct-19,(2 ratings by Goodreads)
1574336384-1120,https://www.bookdepository.com/bestsellers?page=12,"41%
off",https://www.bookdepository.com/Moleskine-2020-Weekly-Planner-12m-Large-Ripe-Yellow-Hard-Cover-5-X-8-25-Moleskine/8058647628387,"Moleskine 2020 Weekly Planner, 12m, Large, Ripe Yellow, Hard Cover (5 X 8.25)",null,SAR50.21 ,Moleskine,Calendar,14-Jun-19,null
1574336380-1118,https://www.bookdepository.com/bestsellers?page=12,,https://www.bookdepository.com/Being-Mortal-Atul-Gawande/9781846685828,"Being Mortal : Illness, Medicine and What Matters in the End",4.44,SAR72.78 ,Atul Gawande,Paperback,01-Jul-15,"(95,183 ratings by Goodreads)"
1574336376-1116,https://www.bookdepository.com/bestsellers?page=12,,https://www.bookdepository.com/Pasta-Grannies-Official-Cookbook-Vicky-Bennison/9781784882884,Pasta Grannies: The Official Cookbook : The Secrets of Italy's Best Home Cooks,3.5,SAR123.03 ,Vicky Bennison,Hardback,29-Oct-19,(6 ratings by Goodreads)
1574336400-1128,https://www.bookdepository.com/bestsellers?page=12,"17%
off",https://www.bookdepository.com/Noma-Guide-Fermentation-Foundations-Flavor-Ren%C3%A9-Redzepi/9781579657185,The Noma Guide to Fermentation (Foundations of Flavor),4.5,SAR123.04 ,René Redzepi,Hardback,16-Oct-18,(430 ratings by Goodreads)
1574336394-1125,https://www.bookdepository.com/bestsellers?page=12,,https://www.bookdepository.com/Harry-Potter-Order-Phoenix-J-K-Rowling/9781408855690,Harry Potter and the Order of the Phoenix,4.48,SAR104.20 ,J. K. Rowling,Paperback,16-Oct-14,"(2,051,912 ratings by Goodreads)"
1574336417-1136,https://www.bookdepository.com/bestsellers?page=12,,https://www.bookdepository.com/Foxs-Socks-Julia-Donaldson/9781447273400,Fox's Socks,4.1,SAR58.06 ,Julia Donaldson,Board book,23-Mar-15,(419 ratings by Goodreads)
1574336372-1114,https://www.bookdepository.com/bestsellers?page=12,,https://www.bookdepository.com/Happiest-Refugee-Anh-Do/9781742372389,The Happiest Refugee,4.19,SAR90.47 ,Anh Do,Paperback,01-Sep-10,"(10,093 ratings by Goodreads)"
1574336363-1110,https://www.bookdepository.com/bestsellers?page=12,,https://www.bookdepository.com/Politics-English-Language-George-Orwell/9780141393063,Politics and the English Language,4.31,SAR36.94 ,George Orwell,Paperback,09-Apr-13,"(3,300 ratings by Goodreads)"
1574336396-1126,https://www.bookdepository.com/bestsellers?page=12,"34%
off",https://www.bookdepository.com/Pillow-Thoughts-Courtney-Peppernell/9781449489755,Pillow Thoughts,3.81,SAR41.87 ,Courtney Peppernell,Paperback,05-Oct-17,"(8,685 ratings by Goodreads)"
1574336419-1137,https://www.bookdepository.com/bestsellers?page=12,"18%
off",https://www.bookdepository.com/Little-Childrens-Christmas-Activity-Book-James-Maclaine/9781474923897,Little Children's Christmas Activity Book,4,SAR27.48 ,James Maclaine,Paperback,22-Dec-16,(1 rating by Goodreads)
1574336367-1112,https://www.bookdepository.com/bestsellers?page=12,"36%
off",https://www.bookdepository.com/Little-Book-Common-Sense-Investing-John-C-Bogle/9781119404507,The Little Book of Common Sense Investing : The Only Way to Guarantee Your Fair Share of Stock Market Returns,4.17,SAR86.34 ,John C. Bogle,Hardback,07-Dec-17,"(6,581 ratings by Goodreads)"
1574336402-1129,https://www.bookdepository.com/bestsellers?page=12,,https://www.bookdepository.com/Worlds-Worst-Children-David-Walliams/9780008197049,The World's Worst Children,4.19,SAR97.33 ,David Walliams,Paperback,22-Sep-16,"(2,542 ratings by Goodreads)"
1574336378-1117,https://www.bookdepository.com/bestsellers?page=12,,https://www.bookdepository.com/Do-Birds-Still-Sing-Hell-Horace-Greasley/9781789461619,Do the Birds Still Sing in Hell? : A powerful true story of love and survival,4,SAR66.24 ,Horace Greasley,Paperback,31-Oct-19,(2 ratings by Goodreads)
1574336409-1132,https://www.bookdepository.com/bestsellers?page=12,,https://www.bookdepository.com/I-Can-Do-It-R-2020-Calendar-Louise-Hay/9781401949815,I Can Do It (R) 2020 Calendar,null,SAR80.12 ,Louise Hay,Calendar,30-Jul-19,null
1574336406-1131,https://www.bookdepository.com/bestsellers?page=12,,https://www.bookdepository.com/Adventures-Curious-Cat-Curious-Zelda/9780751576184,"The Adventures of a Curious Cat : wit and wisdom from Curious Zelda, purrfect for cats and their humans",5,SAR84.33 ,Curious Zelda,Hardback,29-Oct-19,(9 ratings by Goodreads)
1574336386-1121,https://www.bookdepository.com/bestsellers?page=12,,https://www.bookdepository.com/Flow-Mihaly-Csikszentmihalyi/9780061339202,Flow : The Psychology of Optimal Experience,4.1,SAR67.68 ,Mihaly Csikszentmihalyi,Paperback,08-Jul-11,"(44,541 ratings by Goodreads)"
1574336388-1122,https://www.bookdepository.com/bestsellers?page=12,,https://www.bookdepository.com/Quiet-Susan-Cain/9780141029191,Quiet : The Power of Introverts in a World That Can't Stop Talking,4.05,SAR96.27 ,Susan Cain,Paperback,03-Jan-13,"(246,486 ratings by Goodreads)"
1574336423-1139,https://www.bookdepository.com/bestsellers?page=12,,https://www.bookdepository.com/Age-Surveillance-Capitalism-Shoshana-Zuboff/9781781256855,The Age of Surveillance Capitalism : The Fight for a Human Future at the New Frontier of Power,4.09,SAR131.14 ,Shoshana Zuboff,Paperback,05-Sep-19,"(1,023 ratings by Goodreads)"
1574336382-1119,https://www.bookdepository.com/bestsellers?page=12,,https://www.bookdepository.com/Guinness-World-Records-Gamers-Edition-2020-Guinness-World-Records/9781912286829,Guinness World Records Gamer's Edition 2020,4.5,SAR93.19 ,Guinness World Records,Paperback,05-Sep-19,(2 ratings by Goodreads)
1574336365-1111,https://www.bookdepository.com/bestsellers?page=12,,https://www.bookdepository.com/Conversations-with-Friends-Sally-Rooney/9780571333134,Conversations with Friends,3.8,SAR86.18 ,Sally Rooney,Paperback,01-Mar-18,"(38,283 ratings by Goodreads)"
1574336404-1130,https://www.bookdepository.com/bestsellers?page=12,,https://www.bookdepository.com/Name-Wind-Patrick-Rothfuss/9780575081406,The Name of the Wind,4.54,SAR72.53 ,Patrick Rothfuss,Paperback,30-Jun-08,"(500,446 ratings by Goodreads)"
1574336495-1145,https://www.bookdepository.com/bestsellers?page=13,,https://www.bookdepository.com/Diary-Bookseller-Shaun-Bythell/9781781258637,The Diary of a Bookseller,3.82,SAR91.85 ,Shaun Bythell,Paperback,13-Sep-18,"(9,054 ratings by Goodreads)"
1574336522-1158,https://www.bookdepository.com/bestsellers?page=13,,https://www.bookdepository.com/Grandpas-Great-Escape-David-Walliams/9780008183424,Grandpa's Great Escape,4.34,SAR90.92 ,David Walliams,Paperback,20-Nov-18,"(4,824 ratings by Goodreads)"
1574336499-1147,https://www.bookdepository.com/bestsellers?page=13,,https://www.bookdepository.com/Wife-Widow-Christian-White/9781925712858,The Wife and the Widow,4.16,SAR104.78 ,Christian White,Paperback,24-Sep-19,(286 ratings by Goodreads)
1574336497-1146,https://www.bookdepository.com/bestsellers?page=13,,https://www.bookdepository.com/Dandy-Annual-2020/9781845357566,The Dandy Annual 2020,null,SAR75.18 ,null,Hardback,08-Jul-19,null
1574336489-1142,https://www.bookdepository.com/bestsellers?page=13,,https://www.bookdepository.com/Raven-Boys-Maggie-Stiefvater/9781407134611,The Raven Boys,4.06,SAR111.91 ,Maggie Stiefvater,Paperback,21-Sep-12,"(209,355 ratings by Goodreads)"
1574336507-1151,https://www.bookdepository.com/bestsellers?page=13,,https://www.bookdepository.com/Milkman-Anna-Burns/9780571338757,Milkman,3.59,SAR97.73 ,Anna Burns,Paperback,01-Nov-18,"(26,557 ratings by Goodreads)"
1574336532-1163,https://www.bookdepository.com/bestsellers?page=13,,https://www.bookdepository.com/Travel-Book-Lonely-Planet-Kids/9781743607718,The Travel Book : A journey through every country in the world,4.34,SAR107.12 ,Lonely Planet Kids,Hardback,01-Oct-15,(58 ratings by Goodreads)
1574336520-1157,https://www.bookdepository.com/bestsellers?page=13,,https://www.bookdepository.com/Big-Sister-Little-Sister-Red-Sister-Jung-Chang/9781910702796,"Big Sister, Little Sister, Red Sister : Three Women at the Heart of Twentieth-Century China",3.95,SAR136.89 ,Jung Chang,Paperback,31-Oct-19,(42 ratings by Goodreads)
1574336518-1156,https://www.bookdepository.com/bestsellers?page=13,,https://www.bookdepository.com/Kids-Book-Crosswords-1-Gareth-Moore/9781780554419,The Kids' Book of Crosswords 1,5,SAR39.55 ,Gareth Moore,Paperback,01-Jan-17,(1 rating by Goodreads)
1574336528-1161,https://www.bookdepository.com/bestsellers?page=13,,https://www.bookdepository.com/I-NEED-NEW-BUM-Dawn-McMillan/9781407196015,I NEED A NEW BUM!,3.89,SAR62.87 ,Dawn McMillan,Paperback,20-Dec-18,(807 ratings by Goodreads)
1574336485-1140,https://www.bookdepository.com/bestsellers?page=13,,https://www.bookdepository.com/Medical-Medium-Liver-Rescue-Anthony-William/9781401954406,"Medical Medium Liver Rescue : Answers to Eczema, Psoriasis, Diabetes, Strep, Acne, Gout, Bloating, Gallstones, Adrenal Stress, Fatigue, Fatty Liver, Weight Issues, SIBO & Autoimmune Disease",4.11,SAR127.36 ,Anthony William,Hardback,01-Nov-18,(686 ratings by Goodreads)
1574336545-1169,https://www.bookdepository.com/bestsellers?page=13,"70%
off",https://www.bookdepository.com/What-We-Talk-About-When-We-Talk-About-Love-Raymond-Carver/9780099530329,What We Talk About When We Talk About Love,4.17,SAR113.12 ,Raymond Carver,Paperback,01-Feb-10,"(41,414 ratings by Goodreads)"
1574336524-1159,https://www.bookdepository.com/bestsellers?page=13,,https://www.bookdepository.com/Things-You-Can-See-Only-When-You-Slow-Down-Haemin-Sunim/9780241340660,The Things You Can See Only When You Slow Down : How to be Calm in a Busy World,4.05,SAR72.85 ,Haemin Sunim,Paperback,08-Feb-18,"(7,167 ratings by Goodreads)"
1574336526-1160,https://www.bookdepository.com/bestsellers?page=13,,https://www.bookdepository.com/Home-Julie-Andrews/9780786884759,Home : A Memoir of My Early Years,3.95,SAR150.81 ,Julie Andrews,Paperback,07-Apr-09,"(10,751 ratings by Goodreads)"
1574336535-1164,https://www.bookdepository.com/bestsellers?page=13,,https://www.bookdepository.com/Damascus-Christos-Tsiolkas/9781760875091,Damascus,4,SAR90.79 ,Christos Tsiolkas,Paperback,28-Oct-19,(45 ratings by Goodreads)
1574336491-1143,https://www.bookdepository.com/bestsellers?page=13,,https://www.bookdepository.com/Silent-Patient-Alex-Michaelides/9781409181613,The Silent Patient,4.04,SAR98.08 ,Alex Michaelides,Hardback,07-Feb-19,"(125,217 ratings by Goodreads)"
1574336514-1154,https://www.bookdepository.com/bestsellers?page=13,"47%
off",https://www.bookdepository.com/Miniaturist-Jessie-Burton/9781447250937,The Miniaturist,3.59,SAR93.23 ,Jessie Burton,Paperback,01-Jan-15,"(97,750 ratings by Goodreads)"
1574336493-1144,https://www.bookdepository.com/bestsellers?page=13,,https://www.bookdepository.com/Legacy-Shannon-Messenger/9781534427334,Legacy,4.68,SAR92.81 ,Shannon Messenger,Hardback,05-Nov-19,"(1,184 ratings by Goodreads)"
1574336530-1162,https://www.bookdepository.com/bestsellers?page=13,,https://www.bookdepository.com/Peppa-Pig-Marvellous-Magnet-Book-Peppa-Pig/9781409301769,Peppa Pig: Marvellous Magnet Book,3.97,SAR72.47 ,Peppa Pig,Hardback,07-Oct-15,(94 ratings by Goodreads)
1574336537-1165,https://www.bookdepository.com/bestsellers?page=13,,https://www.bookdepository.com/Love-Is-Strong-Death-Paul-Kelly/9781760892685,Love Is Strong as Death : Poems chosen by Paul Kelly,null,SAR124.68 ,Paul Kelly,Hardback,19-Nov-19,null
1574336539-1166,https://www.bookdepository.com/bestsellers?page=13,"34%
off",https://www.bookdepository.com/One-Thing-Gary-Keller/9781848549258,The One Thing : The Surprisingly Simple Truth Behind Extraordinary Results: Achieve your goals with one of the world's bestselling success books,4.15,SAR34.99 ,Gary Keller,Paperback,25-Apr-14,"(32,543 ratings by Goodreads)"
1574336541-1167,https://www.bookdepository.com/bestsellers?page=13,,https://www.bookdepository.com/Idiot-Laura-Clery/9781982101947,Idiot : Life Stories from the Creator of Help Helen Smash,4.43,SAR107.67 ,Laura Clery,Hardback,03-Oct-19,(575 ratings by Goodreads)
1574336516-1155,https://www.bookdepository.com/bestsellers?page=13,,https://www.bookdepository.com/52-Storey-Treehouse-Andy-Griffiths/9781447287575,The 52-Storey Treehouse,4.29,SAR56.58 ,Andy Griffiths,Paperback,10-Oct-16,"(2,162 ratings by Goodreads)"
1574336503-1149,https://www.bookdepository.com/bestsellers?page=13,,https://www.bookdepository.com/Mere-Christianity-C-S-Lewis/9780007461219,Mere Christianity,4.32,SAR86.66 ,C. S. Lewis,Paperback,12-Apr-12,"(250,168 ratings by Goodreads)"
1574336509-1152,https://www.bookdepository.com/bestsellers?page=13,"6%
off",https://www.bookdepository.com/LEGO-Make-Your-Own-Movie-Pat-Murphy/9781338137200,LEGO Make Your Own Movie,4.58,SAR87.31 ,Pat Murphy,Mixed media product,01-Sep-17,(12 ratings by Goodreads)
1574336487-1141,https://www.bookdepository.com/bestsellers?page=13,,https://www.bookdepository.com/Tabby-McTat-Julia-Donaldson/9781407170701,Tabby McTat,4.09,SAR67.22 ,Julia Donaldson,Paperback,13-Dec-16,"(1,431 ratings by Goodreads)"
1574336501-1148,https://www.bookdepository.com/bestsellers?page=13,,https://www.bookdepository.com/Lost-Causes-Bleak-Creek-Rhett-McLaughlin/9781984822130,The Lost Causes of Bleak Creek : A Novel,4.32,SAR93.60 ,Rhett McLaughlin,Hardback,29-Oct-19,(891 ratings by Goodreads)
1574336512-1153,https://www.bookdepository.com/bestsellers?page=13,,https://www.bookdepository.com/Harry-Potter-Prisoner-Azkaban-J-K-Rowling/9781408855676,Harry Potter and the Prisoner of Azkaban,4.55,SAR94.60 ,J. K. Rowling,Paperback,16-Oct-14,"(2,271,943 ratings by Goodreads)"
1574336505-1150,https://www.bookdepository.com/bestsellers?page=13,,https://www.bookdepository.com/Christmasaurus-Tom-Fletcher/9780141373348,The Christmasaurus,4.3,SAR79.04 ,Tom Fletcher,Paperback,02-Nov-17,"(4,105 ratings by Goodreads)"
1574336543-1168,https://www.bookdepository.com/bestsellers?page=13,,https://www.bookdepository.com/Here-We-Are-Oliver-Jeffers/9780008266165,Here We Are : Notes for Living on Planet Earth,4.52,SAR98.37 ,Oliver Jeffers,Hardback,04-Dec-17,"(2,995 ratings by Goodreads)"
1574336626-1190,https://www.bookdepository.com/bestsellers?page=14,,https://www.bookdepository.com/Brief-History-Vikings-Jonathan-Clements/9781845290764,A Brief History of the Vikings,3.63,SAR20.36 ,Jonathan Clements,Paperback,15-Sep-05,(697 ratings by Goodreads)
1574336622-1188,https://www.bookdepository.com/bestsellers?page=14,,https://www.bookdepository.com/Mindhunter-John-Douglas/9781787460614,Mindhunter : Inside the FBI Elite Serial Crime Unit (Now A Netflix Series),4.06,SAR74.66 ,John Douglas,Paperback,30-Jan-18,"(24,887 ratings by Goodreads)"
1574336585-1170,https://www.bookdepository.com/bestsellers?page=14,,https://www.bookdepository.com/10-Minutes-38-Seconds-this-Strange-World-Elif-Shafak/9780241293867,10 Minutes 38 Seconds in this Strange World,4.06,SAR99.67 ,Elif Shafak,Hardback,06-Jun-19,"(2,583 ratings by Goodreads)"
1574336593-1174,https://www.bookdepository.com/bestsellers?page=14,,https://www.bookdepository.com/Wonky-Donkey-Craig-Smith/9781407195575,The Wonky Donkey,4.36,SAR62.87 ,Craig Smith,Paperback,01-Nov-18,"(4,056 ratings by Goodreads)"
1574336643-1198,https://www.bookdepository.com/bestsellers?page=14,,https://www.bookdepository.com/Roald-Dahl-Collection-Roald-Dahl/9780141371337,Roald Dahl Collection,4.65,SAR92.02 ,Roald Dahl,Paperback,01-Jan-18,(829 ratings by Goodreads)
1574336608-1181,https://www.bookdepository.com/bestsellers?page=14,,https://www.bookdepository.com/When-Breath-Becomes-Air-Paul-Kalanithi/9781784701994,When Breath Becomes Air,4.35,SAR94.43 ,Paul Kalanithi,Paperback,05-Jan-17,"(325,397 ratings by Goodreads)"
1574336597-1176,https://www.bookdepository.com/bestsellers?page=14,,https://www.bookdepository.com/Little-Kids-First-Big-Book-Why-Amy-Shields/9781426307935,Little Kids First Big Book of Why,4.44,SAR68.67 ,Amy Shields,Hardback,01-Jun-11,(503 ratings by Goodreads)
1574336591-1173,https://www.bookdepository.com/bestsellers?page=14,,https://www.bookdepository.com/Medical-Medium-Celery-Juice-Anthony-William/9781401957650,Medical Medium Celery Juice : The Most Powerful Medicine of Our Time Healing Millions Worldwide,4.19,SAR73.35 ,Anthony William,Hardback,21-May-19,(193 ratings by Goodreads)
1574336595-1175,https://www.bookdepository.com/bestsellers?page=14,,https://www.bookdepository.com/Norse-Mythology-Neil-Gaiman/9781408891957,Norse Mythology,4.09,SAR92.05 ,Neil Gaiman,Paperback,14-Sep-18,"(164,609 ratings by Goodreads)"
1574336639-1196,https://www.bookdepository.com/bestsellers?page=14,"10%
off",https://www.bookdepository.com/4-Hour-Work-Week-Timothy-Ferriss/9780091929114,"The 4-Hour Work Week : Escape the 9-5, Live Anywhere and Join the New Rich",3.86,SAR101.22 ,Timothy Ferriss,Paperback,14-Jun-13,"(117,409 ratings by Goodreads)"
1574336645-1199,https://www.bookdepository.com/bestsellers?page=14,,https://www.bookdepository.com/Book-You-Wish-Your-Parents-Had-Read-Your-Children-Will-Be-Glad-That-You-Did-Philippa-Perry/9780241250990,The Book You Wish Your Parents Had Read (and Your Children Will Be Glad That You Did) : THE #1 SUNDAY TIMES BESTSELLER,4.14,SAR88.40 ,Philippa Perry,Hardback,07-Mar-19,"(1,121 ratings by Goodreads)"
1574336624-1189,https://www.bookdepository.com/bestsellers?page=14,,https://www.bookdepository.com/Crime-Punishment-Fyodor-Dostoyevsky/9781840224306,Crime and Punishment : With selected excerpts from the Notebooks for Crime and Punishment,4.2,SAR45 ,Fyodor Dostoyevsky,Paperback,05-May-00,"(520,429 ratings by Goodreads)"
1574336628-1191,https://www.bookdepository.com/bestsellers?page=14,,https://www.bookdepository.com/Coco-Chanel-Mar%C3%ADa-Isabel-S%C3%A1nchez-Vegara/9781847807717,Coco Chanel,4.13,SAR72.02 ,María Isabel Sánchez Vegara,Hardback,06-Jul-16,(528 ratings by Goodreads)
1574336630-1192,https://www.bookdepository.com/bestsellers?page=14,,https://www.bookdepository.com/Little-Book-Mindfulness-Dr-Patrizia-Collard/9781856753531,"The Little Book of Mindfulness : 10 minutes a day to less stress, more peace",3.8,SAR61.58 ,Dr. Patrizia Collard,Paperback,27-May-14,"(1,972 ratings by Goodreads)"
1574336620-1187,https://www.bookdepository.com/bestsellers?page=14,,https://www.bookdepository.com/Wordsearches-for-Clever-Kids-Gareth-Moore/9781780553078,Wordsearches for Clever Kids,4.55,SAR55.19 ,Gareth Moore,Paperback,12-Feb-15,(18 ratings by Goodreads)
1574336606-1180,https://www.bookdepository.com/bestsellers?page=14,"9%
off",https://www.bookdepository.com/Great-Escape-Wolf-Girl-2-Anh-Do/9781760876357,The Great Escape: Wolf Girl 2,5,SAR34.76 ,Anh Do,Paperback,03-Dec-19,(1 rating by Goodreads)
