web-scraper-order,web-scraper-start-url,Page1,Page1-href,Title,Rating,Price,Author,Format,PublishDate,TotalVoters
1574333008-768,https://www.bookdepository.com/bestsellers?page=1,,https://www.bookdepository.com/Normal-People-Sally-Rooney/9780571334650,Normal People,3.9,SAR96.96 ,Sally Rooney,Paperback,23-Jul-19,"(123,419 ratings by Goodreads)"
1574332986-757,https://www.bookdepository.com/bestsellers?page=1,,https://www.bookdepository.com/Harry-Potter-Goblet-Fire-J-K-Rowling/9781408845677,Harry Potter and the Goblet of Fire : Illustrated Edition,4.55,SAR174.09 ,J.K. Rowling,Hardback,08-Oct-19,"(2,247,107 ratings by Goodreads)"
1574333006-767,https://www.bookdepository.com/bestsellers?page=1,,https://www.bookdepository.com/Blue-Moon-Lee-Child/9781787630277,Blue Moon : (Jack Reacher 24),4.12,SAR114.77 ,Lee Child,Paperback,29-Oct-19,"(8,077 ratings by Goodreads)"
1574333002-765,https://www.bookdepository.com/bestsellers?page=1,,https://www.bookdepository.com/Look-Inside-Your-Body-Louie-Stowell/9781409549475,Look Inside Your Body,4.64,SAR74.83 ,Louie Stowell,Hardback,01-Aug-18,(189 ratings by Goodreads)
1574332990-759,https://www.bookdepository.com/bestsellers?page=1,"52%
off",https://www.bookdepository.com/Power-Now-Eckhart-Tolle/9780340733509,The Power of Now : A Guide to Spiritual Enlightenment,4.13,SAR35.19 ,Eckhart Tolle,Paperback,01-Feb-01,"(164,352 ratings by Goodreads)"
1574332983-756,https://www.bookdepository.com/bestsellers?page=1,,https://www.bookdepository.com/Ottolenghi-SIMPLE-Yotam-Ottolenghi/9781785031168,Ottolenghi SIMPLE,4.31,SAR151.96 ,Yotam Ottolenghi,Hardback,06-Sep-18,"(1,471 ratings by Goodreads)"
1574332992-760,https://www.bookdepository.com/bestsellers?page=1,,https://www.bookdepository.com/Gentleman-Moscow-Amor-Towles/9780099558781,A Gentleman in Moscow,4.35,SAR93.96 ,Amor Towles,Paperback,10-Jan-18,"(171,231 ratings by Goodreads)"
1574333014-771,https://www.bookdepository.com/bestsellers?page=1,,https://www.bookdepository.com/Dear-Zoo-Rod-Campbell/9781416947370,Dear Zoo : A Lift-the-flap Book,4.27,SAR52.43 ,Rod Campbell,Board book,08-May-07,"(20,615 ratings by Goodreads)"
1574332994-761,https://www.bookdepository.com/bestsellers?page=1,,https://www.bookdepository.com/Dinky-Donkey-PB-Craig-Smith/9781407198514,The Dinky Donkey (PB),4.17,SAR67.25 ,Craig Smith,Paperback,01-Nov-19,(46 ratings by Goodreads)
1574332981-755,https://www.bookdepository.com/bestsellers?page=1,"53%
off",https://www.bookdepository.com/Start-With-Why-Simon-Sinek/9780241958223,Start With Why : How Great Leaders Inspire Everyone To Take Action,4.07,SAR107.20 ,Simon Sinek,Paperback,03-Apr-18,"(83,100 ratings by Goodreads)"
1574333016-772,https://www.bookdepository.com/bestsellers?page=1,,https://www.bookdepository.com/Educated-Tara-Westover/9780099511021,Educated : The Sunday Times and New York Times bestselling memoir,4.47,SAR74.66 ,Tara Westover,Paperback,27-Nov-18,"(450,134 ratings by Goodreads)"
1574332979-754,https://www.bookdepository.com/bestsellers?page=1,,https://www.bookdepository.com/Tattooist-Auschwitz-Heather-Morris/9781785763670,The Tattooist of Auschwitz : the heart-breaking and unforgettable international bestseller,4.26,SAR84.10 ,Heather Morris,Paperback,04-Oct-18,"(240,951 ratings by Goodreads)"
1574333018-773,https://www.bookdepository.com/bestsellers?page=1,,https://www.bookdepository.com/Me-Elton-John/9781509853311,Me : Elton John Official Autobiography,4.44,SAR93.16 ,Elton John,Hardback,07-Nov-19,"(3,173 ratings by Goodreads)"
1574332988-758,https://www.bookdepository.com/bestsellers?page=1,,https://www.bookdepository.com/Against-All-Odds-Craig-Challen/9781760890957,Against All Odds : The inside account of the Thai cave rescue and the courageous Australians at the heart of it,4.88,SAR98.50 ,Craig Challen,Paperback,05-Nov-19,(18 ratings by Goodreads)
1574333027-777,https://www.bookdepository.com/bestsellers?page=1,,https://www.bookdepository.com/Testaments-Margaret-Atwood/9781784742324,The Testaments,4.24,SAR113.38 ,Margaret Atwood,Hardback,18-Sep-19,"(63,329 ratings by Goodreads)"
1574333021-774,https://www.bookdepository.com/bestsellers?page=1,,https://www.bookdepository.com/No-Friend-but-Mountains-Behrouz-Boochani/9781529028485,No Friend but the Mountains : The True Story of an Illegally Imprisoned Refugee,4.15,SAR70 ,Behrouz Boochani,Paperback,11-Jul-19,"(1,989 ratings by Goodreads)"
1574333025-776,https://www.bookdepository.com/bestsellers?page=1,,https://www.bookdepository.com/Unlock-It-Dan-Lok/9781946633750,"Unlock It : The Master Key to Wealth, Success, and Significance",4.37,null,Dan Lok,Hardback,29-Oct-19,(8 ratings by Goodreads)
1574332998-763,https://www.bookdepository.com/bestsellers?page=1,,https://www.bookdepository.com/Sapiens-Yuval-Noah-Harari/9780099590088,Sapiens : A Brief History of Humankind,4.44,SAR128.22 ,Yuval Noah Harari,Paperback,15-Sep-16,"(285,299 ratings by Goodreads)"
1574333004-766,https://www.bookdepository.com/bestsellers?page=1,,https://www.bookdepository.com/Barefoot-Investor-Scott-Pape/9780730324218,The Barefoot Investor : The Only Money Guide You'll Ever Need,4.48,SAR72.53 ,Scott Pape,Paperback,01-Jul-18,"(9,039 ratings by Goodreads)"
1574333010-769,https://www.bookdepository.com/bestsellers?page=1,,https://www.bookdepository.com/Lost-Connections-Johann-Hari/9781408878729,Lost Connections : Why You're Depressed and How to Find Hope,4.29,SAR94.62 ,Johann Hari,Paperback,11-Jan-19,"(9,851 ratings by Goodreads)"
1574332975-752,https://www.bookdepository.com/bestsellers?page=1,,https://www.bookdepository.com/Subtle-Art-Not-Giving-F-ck-Mark-Manson/9780062641540,The Subtle Art of Not Giving a F*ck : A Counterintuitive Approach to Living a Good Life,3.96,SAR88.94 ,Mark Manson,Paperback,14-Oct-16,"(322,666 ratings by Goodreads)"
1574333033-780,https://www.bookdepository.com/bestsellers?page=1,,https://www.bookdepository.com/Twas-Nightshift-Before-Christmas-Adam-Kay/9781529018585,Twas The Nightshift Before Christmas : Festive hospital diaries from the author of million-copy hit This is Going to Hurt,4.29,SAR70.18 ,Adam Kay,Hardback,17-Oct-19,"(4,499 ratings by Goodreads)"
1574333012-770,https://www.bookdepository.com/bestsellers?page=1,,https://www.bookdepository.com/Body-Bill-Bryson/9780857522412,The Body : A Guide for Occupants,4.29,SAR130.07 ,Bill Bryson,Paperback,03-Oct-19,(182 ratings by Goodreads)
1574333000-764,https://www.bookdepository.com/bestsellers?page=1,,https://www.bookdepository.com/Strange-Planet-Comic-Sensation-Year-Nathan-Pyle/9781472269058,Strange Planet: The Comic Sensation of the Year,4.58,SAR91.95 ,Nathan Pyle,Hardback,19-Nov-19,(60 ratings by Goodreads)
1574333029-778,https://www.bookdepository.com/bestsellers?page=1,,https://www.bookdepository.com/Wrecking-Ball-Diary-Wimpy-Kid-14-Jeff-Kinney/9780143796053,Wrecking Ball: Diary of a Wimpy Kid (14),4.5,SAR46.57 ,Jeff Kinney,Paperback,05-Nov-19,"(1,556 ratings by Goodreads)"
1574333031-779,https://www.bookdepository.com/bestsellers?page=1,,https://www.bookdepository.com/This-is-Going-Hurt-Adam-Kay/9781509858637,This is Going to Hurt : Secret Diaries of a Junior Doctor,4.4,SAR55.01 ,Adam Kay,Paperback,19-Apr-18,"(86,388 ratings by Goodreads)"
1574333023-775,https://www.bookdepository.com/bestsellers?page=1,,https://www.bookdepository.com/Lady-Waiting-Anne-Glenconner/9781529359060,Lady in Waiting : My Extraordinary Life in the Shadow of the Crown,4.42,SAR102.19 ,Anne Glenconner,Hardback,17-Oct-19,(262 ratings by Goodreads)
1574332973-751,https://www.bookdepository.com/bestsellers?page=1,,https://www.bookdepository.com/Body-Bill-Bryson/9780857522405,The Body : A Guide for Occupants,4.29,SAR102.25 ,Bill Bryson,Hardback,03-Oct-19,(182 ratings by Goodreads)
1574332977-753,https://www.bookdepository.com/bestsellers?page=1,,https://www.bookdepository.com/Brain-Games-For-Clever-Kids-Gareth-Moore/9781780552491,Brain Games For Clever Kids,4.2,SAR55.19 ,Gareth Moore,Paperback,01-Oct-14,(53 ratings by Goodreads)
1574332996-762,https://www.bookdepository.com/bestsellers?page=1,,https://www.bookdepository.com/Veg-Jamie-Oliver/9780718187767,Veg : Easy & Delicious Meals for Everyone as seen on Channel 4's Meat-Free Meals,4.07,SAR138.75 ,Jamie Oliver,Hardback,19-Sep-19,(156 ratings by Goodreads)
1574333154-802,https://www.bookdepository.com/bestsellers?page=2,,https://www.bookdepository.com/12-Rules-for-Life-Jordan-B-Peterson/9780141988511,12 Rules for Life : An Antidote to Chaos,3.96,SAR114.77 ,Jordan B. Peterson,Paperback,30-Aug-19,"(58,312 ratings by Goodreads)"
1574333152-801,https://www.bookdepository.com/bestsellers?page=2,,https://www.bookdepository.com/Why-We-Sleep-Matthew-Walker/9780141983769,Why We Sleep : The New Science of Sleep and Dreams,4.46,SAR107.05 ,Matthew Walker,Paperback,27-Jul-18,"(25,668 ratings by Goodreads)"
1574333169-809,https://www.bookdepository.com/bestsellers?page=2,,https://www.bookdepository.com/Wonderful-Things-You-Will-Be-Emily-Winfield-Martin/9780385376716,The Wonderful Things You Will Be,4.37,SAR73.66 ,Emily Winfield Martin,Hardback,22-Sep-15,"(2,597 ratings by Goodreads)"
1574333140-795,https://www.bookdepository.com/bestsellers?page=2,,https://www.bookdepository.com/Mans-Search-For-Meaning-Viktor-E-Frankl/9781846041242,Man's Search For Meaning : The classic tribute to hope from the Holocaust,4.35,SAR41.26 ,Viktor E. Frankl,Paperback,01-Jan-19,"(261,159 ratings by Goodreads)"
1574333134-792,https://www.bookdepository.com/bestsellers?page=2,,https://www.bookdepository.com/Kill-Mockingbird-Harper-Lee/9780099549482,To Kill A Mockingbird : 50th Anniversary Edition,4.27,SAR118.81 ,Harper Lee,Paperback,17-Jun-15,"(4,035,046 ratings by Goodreads)"
1574333136-793,https://www.bookdepository.com/bestsellers?page=2,,https://www.bookdepository.com/Giraffes-Cant-Dance-Giles-Andreae/9781841215655,Giraffes Can't Dance,4.29,SAR52.43 ,Giles Andreae,Paperback,01-May-14,"(19,398 ratings by Goodreads)"
1574333112-782,https://www.bookdepository.com/bestsellers?page=2,,https://www.bookdepository.com/Rick-Steins-Secret-France-Rick-Stein/9781785943881,Rick Stein's Secret France,4.8,SAR143.87 ,Rick Stein,Hardback,31-Oct-19,(5 ratings by Goodreads)
1574333144-797,https://www.bookdepository.com/bestsellers?page=2,,https://www.bookdepository.com/117-Storey-Treehouse-Andy-Griffiths/9781509885275,The 117-Storey Treehouse,4.5,SAR61.65 ,Andy Griffiths,Paperback,22-Aug-19,(367 ratings by Goodreads)
1574333120-786,https://www.bookdepository.com/bestsellers?page=2,,https://www.bookdepository.com/Diary-Wimpy-Kid-Wrecking-Ball-Book-14-Jeff-Kinney/9780241396636,Diary of a Wimpy Kid: Wrecking Ball (Book 14),4.58,SAR62 ,Jeff Kinney,Hardback,05-Nov-19,(250 ratings by Goodreads)
1574333142-796,https://www.bookdepository.com/bestsellers?page=2,,https://www.bookdepository.com/Call-Down-Hawk-Maggie-Stiefvater/9781407194462,Call Down the Hawk,4.56,SAR64.62 ,Maggie Stiefvater,Paperback,12-Nov-19,"(2,696 ratings by Goodreads)"
1574333138-794,https://www.bookdepository.com/bestsellers?page=2,"26%
off",https://www.bookdepository.com/Dog-Man-1-6-HB-Boxed-Set-Dav-Pilkey/9781760669454,Dog Man 1-6 HB Boxed Set,null,SAR150.25 ,Dav Pilkey,Hardback,01-Oct-19,null
1574333110-781,https://www.bookdepository.com/bestsellers?page=2,,https://www.bookdepository.com/Very-Hungry-Caterpillar-Eric-Carle/9780241003008,The Very Hungry Caterpillar,4.29,SAR66.03 ,Eric Carle,Board book,20-Feb-19,"(358,614 ratings by Goodreads)"
1574333160-805,https://www.bookdepository.com/bestsellers?page=2,,https://www.bookdepository.com/Jolly-Christmas-Postman-Allan-Ahlberg/9780141340111,The Jolly Christmas Postman,4.46,SAR90.62 ,Allan Ahlberg,Hardback,02-Oct-14,"(3,043 ratings by Goodreads)"
1574333126-789,https://www.bookdepository.com/bestsellers?page=2,,https://www.bookdepository.com/1984-George-Orwell/9780141036144,1984,4.17,SAR95.06 ,George Orwell,Paperback,01-Oct-08,"(2,669,674 ratings by Goodreads)"
1574333171-810,https://www.bookdepository.com/bestsellers?page=2,,https://www.bookdepository.com/Have-You-Filled-Bucket-Today-Carol-McCloud/9780996099936,Have You Filled A Bucket Today? : A Guide to Daily Happiness for Kids: 10th Anniversary Edition,4.39,SAR78.69 ,Carol McCloud,Paperback,01-Oct-15,"(4,321 ratings by Goodreads)"
1574333158-804,https://www.bookdepository.com/bestsellers?page=2,,https://www.bookdepository.com/Guinness-World-Records-2020/9781912286812,Guinness World Records 2020 : The Bestselling Annual Book of Records,3.77,SAR115.69 ,Guinness World Records,Hardback,05-Sep-19,(27 ratings by Goodreads)
1574333118-785,https://www.bookdepository.com/bestsellers?page=2,,https://www.bookdepository.com/Starless-Sea-Erin-Morgenstern/9781910701454,The Starless Sea,4.26,SAR100.66 ,Erin Morgenstern,Hardback,05-Nov-19,"(3,245 ratings by Goodreads)"
1574333164-807,https://www.bookdepository.com/bestsellers?page=2,,https://www.bookdepository.com/Atomic-Habits-James-Clear/9781847941831,Atomic Habits : An Easy and Proven Way to Build Good Habits and Break Bad Ones,4.32,SAR96.19 ,James Clear,Paperback,27-Nov-18,"(38,632 ratings by Goodreads)"
1574333114-783,https://www.bookdepository.com/bestsellers?page=2,"34%
off",https://www.bookdepository.com/What-I-Know-for-Sure-Oprah-Winfrey/9781447277668,What I Know for Sure,4.16,SAR76.95 ,Oprah Winfrey,Hardback,09-Nov-15,"(19,785 ratings by Goodreads)"
1574333148-799,https://www.bookdepository.com/bestsellers?page=2,,https://www.bookdepository.com/Olive-Again-Elizabeth-Strout/9780241374597,"Olive, Again",4.36,SAR95.49 ,Elizabeth Strout,Hardback,31-Oct-19,"(5,610 ratings by Goodreads)"
1574333150-800,https://www.bookdepository.com/bestsellers?page=2,,https://www.bookdepository.com/Cilkas-Journey-Heather-Morris/9781785769047,Cilka's Journey : The sequel to The Tattooist of Auschwitz,4.46,SAR94.12 ,Heather Morris,Hardback,01-Oct-19,"(2,007 ratings by Goodreads)"
1574333130-790,https://www.bookdepository.com/bestsellers?page=2,,https://www.bookdepository.com/Eleanor-Oliphant-is-Completely-Fine-Gail-Honeyman/9780008172145,Eleanor Oliphant is Completely Fine,4.3,SAR95.93 ,Gail Honeyman,Paperback,05-Apr-18,"(466,514 ratings by Goodreads)"
1574333146-798,https://www.bookdepository.com/bestsellers?page=2,"30%
off",https://www.bookdepository.com/Mindset-Updated-Edition-Carol-Dweck/9781472139955,Mindset - Updated Edition : Changing The Way You think To Fulfil Your Potential,4.06,SAR36.93 ,Carol Dweck,Paperback,11-Apr-17,"(63,421 ratings by Goodreads)"
1574333132-791,https://www.bookdepository.com/bestsellers?page=2,,https://www.bookdepository.com/Dear-Santa-Rod-Campbell/9781447223818,Dear Santa,4.04,SAR59.06 ,Rod Campbell,Board book,11-Oct-12,(198 ratings by Goodreads)
1574333122-787,https://www.bookdepository.com/bestsellers?page=2,,https://www.bookdepository.com/Queen-Nothing-Folk-Air-3-Holly-Black/9781471407581,The Queen of Nothing (The Folk of the Air #3),4.32,SAR79.37 ,Holly Black,Hardback,19-Nov-19,"(1,587 ratings by Goodreads)"
1574333156-803,https://www.bookdepository.com/bestsellers?page=2,,https://www.bookdepository.com/Roald-Dahls-Marvellous-Joke-Book-Roald-Dahl/9780141340555,Roald Dahl's Marvellous Joke Book,3.84,SAR61.60 ,Roald Dahl,Paperback,06-Sep-12,(142 ratings by Goodreads)
1574333116-784,https://www.bookdepository.com/bestsellers?page=2,,https://www.bookdepository.com/Good-Night-Stories-for-Rebel-Girls-Elena-Favilli/9780141986005,Good Night Stories for Rebel Girls,4.33,SAR114.77 ,Elena Favilli,Hardback,02-Mar-17,"(17,455 ratings by Goodreads)"
1574333167-808,https://www.bookdepository.com/bestsellers?page=2,,https://www.bookdepository.com/Body-Keeps-Score-Bessel-van-der-Kolk/9780141978611,"The Body Keeps the Score : Mind, Brain and Body in the Transformation of Trauma",4.57,SAR111.97 ,Bessel van der Kolk,Paperback,24-Sep-15,"(17,278 ratings by Goodreads)"
1574333162-806,https://www.bookdepository.com/bestsellers?page=2,,https://www.bookdepository.com/Thinking-Fast-Slow-Daniel-Kahneman/9780141033570,"Thinking, Fast and Slow",4.13,SAR100.13 ,Daniel Kahneman,Paperback,15-May-12,"(219,065 ratings by Goodreads)"
1574333124-788,https://www.bookdepository.com/bestsellers?page=2,,https://www.bookdepository.com/Dark-Emu-Bruce-Pascoe/9781911344780,Dark Emu : Aboriginal Australia and the birth of agriculture,4.47,SAR86.48 ,Bruce Pascoe,Paperback,10-May-18,"(2,879 ratings by Goodreads)"
1574333231-814,https://www.bookdepository.com/bestsellers?page=3,"44%
off",https://www.bookdepository.com/Meditations-Marcus-Aurelius/9780753820162,Meditations,4.22,SAR19.63 ,Marcus Aurelius,Paperback,16-Nov-12,"(85,614 ratings by Goodreads)"
1574333283-839,https://www.bookdepository.com/bestsellers?page=3,,https://www.bookdepository.com/Look-Inside-Things-That-Go-Rob-Lloyd-Jones/9781409550259,Look Inside Things That Go,4.28,SAR70.98 ,Rob Lloyd Jones,Hardback,01-Nov-13,(32 ratings by Goodreads)
1574333272-834,https://www.bookdepository.com/bestsellers?page=3,,https://www.bookdepository.com/La-Belle-Sauvage-Book-Dust-One-Philip-Pullman/9780241365854,La Belle Sauvage: The Book of Dust Volume One,4.17,SAR73.88 ,Philip Pullman,Paperback,06-Sep-18,"(53,077 ratings by Goodreads)"
1574333256-826,https://www.bookdepository.com/bestsellers?page=3,,https://www.bookdepository.com/13-Storey-Treehouse-Andy-Griffiths/9781447279785,The 13-Storey Treehouse,4.01,SAR52.07 ,Andy Griffiths,Paperback,23-Mar-15,"(5,575 ratings by Goodreads)"
1574333254-825,https://www.bookdepository.com/bestsellers?page=3,,https://www.bookdepository.com/5-Ingredients-Quick-Easy-Food-Jamie-Oliver/9780718187729,5 Ingredients - Quick & Easy Food,4.12,SAR136.24 ,Jamie Oliver,Hardback,05-Sep-17,"(2,648 ratings by Goodreads)"
1574333235-816,https://www.bookdepository.com/bestsellers?page=3,,https://www.bookdepository.com/Oh-Places-Youll-Go-Dr-Seuss/9780007413577,"Oh, The Places You'll Go!",4.35,SAR76.28 ,Dr. Seuss,Paperback,03-Mar-11,"(283,285 ratings by Goodreads)"
1574333279-837,https://www.bookdepository.com/bestsellers?page=3,,https://www.bookdepository.com/Very-Hungry-Caterpillar-Little-Learning-Library-Eric-Carle/9780141385112,The Very Hungry Caterpillar: Little Learning Library,4.14,SAR59.80 ,Eric Carle,Board book,10-Jan-11,(76 ratings by Goodreads)
1574333242-819,https://www.bookdepository.com/bestsellers?page=3,,https://www.bookdepository.com/Crayons-Christmas-Drew-Daywalt/9780008180362,The Crayons' Christmas,4.08,SAR88.26 ,Drew Daywalt,Hardback,17-Oct-19,(12 ratings by Goodreads)
1574333240-818,https://www.bookdepository.com/bestsellers?page=3,,https://www.bookdepository.com/Beano-Annual-2020/9781845357559,Beano Annual 2020,null,SAR75.18 ,null,Hardback,08-Jul-19,null
1574333262-829,https://www.bookdepository.com/bestsellers?page=3,,https://www.bookdepository.com/Harry-Potter-Philosophers-Stone-J-K-Rowling/9781408845646,Harry Potter and the Philosopher's Stone : Illustrated Edition,4.46,SAR67.77 ,J. K. Rowling,Hardback,06-Oct-15,"(5,627,409 ratings by Goodreads)"
1574333237-817,https://www.bookdepository.com/bestsellers?page=3,,https://www.bookdepository.com/Mrs-Hinch-Activity-Journal-Mrs-Hinch/9780241426845,Mrs Hinch: The Activity Journal,4.36,SAR90.52 ,Mrs Hinch,Hardback,17-Oct-19,(33 ratings by Goodreads)
1574333260-828,https://www.bookdepository.com/bestsellers?page=3,,https://www.bookdepository.com/Amazing-World-Atlas-Lonely-Planet-Kids/9781743603895,Amazing World Atlas : Bringing the World to Life,4.17,SAR107.36 ,Lonely Planet Kids,Hardback,14-Oct-14,(17 ratings by Goodreads)
1574333252-824,https://www.bookdepository.com/bestsellers?page=3,,https://www.bookdepository.com/Dare-Lead-Brene-Brown/9781785042140,Dare to Lead : Brave Work. Tough Conversations. Whole Hearts.,4.17,SAR92.81 ,Brene Brown,Paperback,17-Dec-18,"(18,179 ratings by Goodreads)"
1574333264-830,https://www.bookdepository.com/bestsellers?page=3,,https://www.bookdepository.com/How-Win-Friends-Influence-People-Dale-Carnegie/9781439199190,How to Win Friends and Influence People,4.18,SAR90.14 ,Dale Carnegie,Paperback,17-May-11,"(443,465 ratings by Goodreads)"
1574333281-838,https://www.bookdepository.com/bestsellers?page=3,"69%
off",https://www.bookdepository.com/Harry-Potter-Box-Set-Complete-Collection-Childrens-Paperback-J-K-Rowling/9781408856772,Harry Potter Box Set: The Complete Collection Children's Paperback,4.74,SAR300.48 ,J. K. Rowling,Paperback,15-Nov-14,"(206,308 ratings by Goodreads)"
1574333268-832,https://www.bookdepository.com/bestsellers?page=3,,https://www.bookdepository.com/Girl-Woman-Other-Bernardine-Evaristo/9780241364901,"Girl, Woman, Other : WINNER OF THE BOOKER PRIZE 2019",4.38,SAR104.55 ,Bernardine Evaristo,Hardback,16-Jul-19,"(2,196 ratings by Goodreads)"
1574333250-823,https://www.bookdepository.com/bestsellers?page=3,,https://www.bookdepository.com/21-Lessons-for-21st-Century-Yuval-Noah-Harari/9781784708283,21 Lessons for the 21st Century,4.19,SAR104.90 ,Yuval Noah Harari,Paperback,05-Sep-19,"(40,541 ratings by Goodreads)"
1574333229-813,https://www.bookdepository.com/bestsellers?page=3,,https://www.bookdepository.com/Tom-Gates-Spectacular-School-Trip-Really-Liz-Pichon/9781407186726,Tom Gates: Spectacular School Trip (Really.),4.33,SAR78.53 ,Liz Pichon,Hardback,11-Oct-19,(3 ratings by Goodreads)
1574333248-822,https://www.bookdepository.com/bestsellers?page=3,,https://www.bookdepository.com/Behind-Mask-Tyson-Fury/9781529124866,Behind the Mask : My Autobiography,4.66,SAR117.56 ,Tyson Fury,Hardback,14-Nov-19,(6 ratings by Goodreads)
1574333270-833,https://www.bookdepository.com/bestsellers?page=3,,https://www.bookdepository.com/Handmaids-Tale-Margaret-Atwood/9781784874872,The Handmaid's Tale,4.09,SAR100.72 ,Margaret Atwood,Paperback,17-Apr-18,"(1,169,826 ratings by Goodreads)"
1574333233-815,https://www.bookdepository.com/bestsellers?page=3,,https://www.bookdepository.com/Mythos-Stephen-Fry/9781405934138,Mythos : The Greek Myths Retold,4.24,SAR118.81 ,Stephen Fry,Paperback,26-Jul-18,"(16,922 ratings by Goodreads)"
1574333266-831,https://www.bookdepository.com/bestsellers?page=3,,https://www.bookdepository.com/Becoming-Michelle-Obama/9780241334140,Becoming,4.58,SAR122.90 ,Michelle Obama,Hardback,07-Dec-18,"(314,422 ratings by Goodreads)"
1574333277-836,https://www.bookdepository.com/bestsellers?page=3,,https://www.bookdepository.com/Gangsta-Granny-David-Walliams/9780007371464,Gangsta Granny,4.28,SAR32.37 ,David Walliams,Paperback,28-Feb-13,"(11,515 ratings by Goodreads)"
1574333285-840,https://www.bookdepository.com/bestsellers?page=3,"37%
off",https://www.bookdepository.com/Milk-Honey-Rupi-Kaur/9781449474256,Milk and Honey,4.11,SAR52.83 ,Rupi Kaur,Paperback,22-Sep-17,"(255,308 ratings by Goodreads)"
1574333258-827,https://www.bookdepository.com/bestsellers?page=3,,https://www.bookdepository.com/Fleabag-Scriptures-Phoebe-Waller-Bridge/9781529394801,Fleabag: The Scriptures,4.95,SAR102.19 ,Phoebe Waller-Bridge,Hardback,12-Nov-19,(21 ratings by Goodreads)
1574333246-821,https://www.bookdepository.com/bestsellers?page=3,,https://www.bookdepository.com/Infinite-Game-Simon-Sinek/9780241295595,The Infinite Game,4.31,SAR132.47 ,Simon Sinek,Hardback,17-Oct-19,(756 ratings by Goodreads)
1574333274-835,https://www.bookdepository.com/bestsellers?page=3,,https://www.bookdepository.com/Olive-Kitteridge-Elizabeth-Strout/9781849831550,Olive Kitteridge,3.81,SAR69.09 ,Elizabeth Strout,Paperback,13-Oct-16,"(128,829 ratings by Goodreads)"
1574333225-811,https://www.bookdepository.com/bestsellers?page=3,"5%
off",https://www.bookdepository.com/Animal-Farm-George-Orwell/9780141036137,Animal Farm,3.92,SAR92.02 ,George Orwell,Paperback,01-Oct-08,"(2,415,109 ratings by Goodreads)"
1574333227-812,https://www.bookdepository.com/bestsellers?page=3,,https://www.bookdepository.com/Secret-Commonwealth-Book-Dust-Two-Philip-Pullman/9780241373330,The Secret Commonwealth: The Book of Dust Volume Two,4.23,SAR102.25 ,Philip Pullman,Hardback,03-Oct-19,"(7,063 ratings by Goodreads)"
1574333244-820,https://www.bookdepository.com/bestsellers?page=3,,https://www.bookdepository.com/Infernal-Devices-1-Clockwork-Angel-Cassandra-Clare/9781406393279,The Infernal Devices 1: Clockwork Angel,4.33,SAR53.24 ,Cassandra Clare,Hardback,01-Nov-19,"(591,176 ratings by Goodreads)"
1574333349-851,https://www.bookdepository.com/bestsellers?page=4,"12%
off",https://www.bookdepository.com/Subtle-Art-Not-Giving-F-ck-Mark-Manson/9780062457714,The Subtle Art of Not Giving a F*ck : A Counterintuitive Approach to Living a Good Life,3.96,SAR90.52 ,Mark Manson,Hardback,15-May-18,"(322,666 ratings by Goodreads)"
1574333345-849,https://www.bookdepository.com/bestsellers?page=4,,https://www.bookdepository.com/Wonder-R-J-Palacio/9780552565974,Wonder,4.45,SAR71.78 ,R. J. Palacio,Paperback,23-Jan-13,"(614,333 ratings by Goodreads)"
1574333388-870,https://www.bookdepository.com/bestsellers?page=4,,https://www.bookdepository.com/Guardians-John-Grisham/9781473684430,The Guardians : The explosive new thriller from international bestseller John Grisham,4.28,SAR102.19 ,John Grisham,Hardback,17-Oct-19,"(9,571 ratings by Goodreads)"
1574333361-857,https://www.bookdepository.com/bestsellers?page=4,,https://www.bookdepository.com/Tiger-Who-Came-Tea-Judith-Kerr/9780007215997,The Tiger Who Came to Tea,4.24,SAR65.25 ,Judith Kerr,Paperback,06-Feb-06,"(12,419 ratings by Goodreads)"
1574333355-854,https://www.bookdepository.com/bestsellers?page=4,,https://www.bookdepository.com/Stick-Man-Julia-Donaldson/9781407170718,Stick Man,4.23,SAR61.84 ,Julia Donaldson,Paperback,26-Nov-16,"(3,787 ratings by Goodreads)"
1574333363-858,https://www.bookdepository.com/bestsellers?page=4,,https://www.bookdepository.com/Rich-Dad-Poor-Dad-Robert-T-Kiyosaki/9781612680194,Rich Dad Poor Dad : What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,4.03,SAR64.78 ,Robert T. Kiyosaki,Paperback,28-Apr-17,"(275,491 ratings by Goodreads)"
1574333365-859,https://www.bookdepository.com/bestsellers?page=4,,https://www.bookdepository.com/Find-Me-Andre-Aciman/9780571356829,Find Me : A TOP TEN SUNDAY TIMES BESTSELLER,3.64,SAR89.87 ,Andre Aciman,Hardback,29-Oct-19,(248 ratings by Goodreads)
1574333367-860,https://www.bookdepository.com/bestsellers?page=4,,https://www.bookdepository.com/Homo-Deus-Yuval-Noah-Harari/9781784703936,Homo Deus : A Brief History of Tomorrow,4.27,SAR125.30 ,Yuval Noah Harari,Paperback,22-Jun-17,"(91,069 ratings by Goodreads)"
